Open,High,Low,Volume,Close
6465.509766,6480.200195,6396.430176,14600,6413.660156
6410.299805,6455.689941,6409.290039,16200,6441.850098
6485.259766,6507.939941,6463.850098,12000,6498.060059
6484.839844,6566.640137,6469.959961,14600,6513.029785
6517.899902,6568.569824,6517.899902,16200,6563.47998
6594.390137,6617.149902,6552.060059,14600,6567.939941
6583.740234,6608.299805,6507.299805,12400,6522.540039
6541.379883,6609.779785,6541.379883,13200,6602.689941
6626.490234,6684.220215,6626.490234,12200,6679.200195
6683.560059,6696.310059,6640.899902,12000,6651.009766
6628.890137,6629.97998,6337.609863,16600,6458.839844
6447.27002,6481.22998,6325.359863,24000,6367.390137
6374.189941,6440.169922,6348.75,22200,6420.459961
6440.330078,6469.089844,6286.850098,17800,6308.540039
6317.390137,6329.890137,6208.819824,13200,6222.870117
6250.350098,6263.709961,6070.330078,16200,6102.740234
6138.049805,6242.950195,6138.049805,20800,6221.060059
6232.419922,6249.390137,6144.080078,20200,6173.819824
6202.740234,6232.970215,6087.549805,18200,6194.069824
6221.279785,6267.609863,6173.089844,19000,6192.350098
6211.279785,6230.620117,6160.660156,21800,6173.319824
6170.330078,6197.209961,6091.080078,16600,6183.240234
6201.600098,6215.779785,6089.52002,26600,6106.430176
6093.660156,6174,6069.330078,18000,6162.97998
6188.379883,6252.240234,6188.379883,21400,6239.430176
6245.259766,6430.720215,6245.259766,22200,6419.089844
6463.52002,6565,6455.549805,23600,6555.939941
6565.209961,6586.25,6508.990234,22000,6552.470215
6560.620117,6600.02002,6510.419922,28400,6530.060059
6550.75,6630.680176,6550.75,88400,6619.970215
6635.850098,6684.160156,6571.509766,14400,6618.22998
6652.330078,6658.330078,6514.859863,16800,6535.169922
6528.810059,6573.930176,6508.330078,12400,6544.77002
6556.529785,6613.540039,6553.399902,12600,6593.529785
6600.850098,6608.959961,6533.970215,13000,6577.830078
6594.319824,6640.109863,6594.319824,12600,6633.759766
6673.390137,6719.169922,6659.640137,15200,6679.330078
6694.790039,6694.790039,6640.430176,13600,6670.060059
6673.709961,6714.129883,6581.529785,20800,6607.779785
6598.77002,6599.47998,6533.129883,14800,6589.290039
6595.189941,6642.77002,6564.549805,14400,6584.319824
6585.879883,6602.529785,6521.069824,14400,6534.680176
6531.580078,6603.140137,6515.72998,11800,6589.410156
6593.850098,6607.779785,6565.419922,11000,6582.5
6616.370117,6621.680176,6565.810059,12200,6574.209961
6588.290039,6622.620117,6543.910156,26800,6569.720215
6584.339844,6720.939941,6545.939941,14400,6713.859863
6725.919922,6725.919922,6628.220215,23200,6651.080078
6658.939941,6708.779785,6647.109863,16800,6686.890137
6700.790039,6793.240234,6691.180176,26000,6784.720215
6798.620117,6864.620117,6798.620117,18200,6849.47998
6863.580078,6902.490234,6854.959961,18200,6878.97998
6885.72998,6929.589844,6872.720215,14600,6915.089844
6895.620117,6954.859863,6843.439941,15200,6892.819824
6888.72998,6917.600098,6849.97998,17400,6907.649902
6921.02002,6948.540039,6839.350098,27200,6853.72998
6854.919922,6882.22998,6794.919922,14200,6810.040039
6815.589844,6823.459961,6730.22998,124800,6752.450195
6757.490234,6806.720215,6732.330078,12800,6746.879883
6719.109863,6737.290039,6642.600098,13000,6669.52002
6664.649902,6710.97998,6595.529785,13000,6700.339844
6716.410156,6734.720215,6633.52002,15600,6656.689941
6655.779785,6656.310059,6520.149902,10000,6535.450195
6533.649902,6568.200195,6435.819824,13600,6454.459961
6456.02002,6514.72998,6412.890137,23400,6442.870117
6471.470215,6555.100098,6471.470215,17200,6510.740234
6512.97998,6512.97998,6326.72998,11600,6367.859863
6371.399902,6400.069824,6321.310059,14400,6381.399902
6404.779785,6509.02002,6404.779785,14600,6492.819824
6506.600098,6618.080078,6468.52002,13400,6605.040039
6616.830078,6649.419922,6586.25,11400,6604.419922
6611.529785,6621.910156,6532.939941,11200,6550.290039
6555.919922,6617.069824,6551.680176,12200,6606.410156
6629.120117,6644.689941,6530.970215,12200,6545.640137
6544.810059,6560.879883,6456.839844,11000,6479.540039
6426.209961,6444.330078,6382.129883,11400,6397.52002
6407.390137,6472.040039,6404.350098,9000,6464.609863
6466.919922,6515.819824,6449.330078,8800,6467.919922
6339.72998,6339.72998,6232.370117,13600,6248.339844
6220.97998,6220.97998,6118.419922,14000,6156.779785
6181.390137,6269.75,6121.419922,12800,6134.859863
6169.830078,6259.279785,6151.259766,13800,6243.740234
6249.290039,6305.879883,6174.299805,16200,6299.200195
6329.850098,6374.029785,6302.859863,14600,6346.569824
6338.669922,6391.72998,6308.47998,12800,6377.850098
6374.279785,6377.540039,6323.529785,11000,6339.97998
6323.899902,6357.560059,6258.069824,8800,6278.5
6271.609863,6292.910156,6233.290039,14000,6284.200195
6283.069824,6288.439941,6138.470215,14800,6154.439941
6183.069824,6223.779785,6141.370117,14000,6195.149902
6200.390137,6246.240234,6189.160156,12200,6216.77002
6218.950195,6294.850098,6218.950195,12600,6289.549805
6322.02002,6391.319824,6322.02002,9600,6359.649902
6367.25,6402.350098,6334.009766,9800,6388.47998
6391.799805,6486.069824,6391.799805,13800,6481.350098
6486.080078,6494.910156,6439.689941,11600,6454.709961
6420.25,6454.410156,6380.759766,12600,6445.129883
6442.859863,6482.390137,6432.169922,10600,6456.819824
6447.720215,6462.850098,6418.779785,10000,6451.540039
6456.970215,6532.149902,6456.970215,29000,6528.029785
6545.220215,6568.609863,6450.859863,8400,6466
6457.370117,6457.370117,6380.529785,11800,6447
6461.069824,6537.740234,6460.240234,14800,6478.939941
6462.160156,6512.959961,6438.600098,11400,6499.5
6504.490234,6549.569824,6499.209961,11400,6539.830078
6563.02002,6579.049805,6522.799805,8200,6565.370117
6566.839844,6612.25,6537.609863,10400,6597.600098
6599.27002,6685.330078,6587.569824,10800,6670.779785
6689.560059,6772.740234,6689.140137,13800,6707.720215
6697.149902,6724.990234,6642.609863,15400,6663.549805
6666.169922,6721.609863,6647.700195,9600,6715.109863
6729.390137,6763.279785,6710.370117,8600,6729.899902
6733.459961,6756.620117,6647.359863,9800,6655.560059
6664.97998,6761.129883,6647.689941,9400,6748.850098
6747.200195,6813.910156,6740.629883,12200,6758.189941
6756.600098,6795.029785,6737.089844,9800,6781.25
6768.200195,6862.830078,6768.200195,8400,6858.240234
6858.700195,6862.790039,6813.200195,10000,6832.529785
6833.580078,6883.669922,6774.140137,14600,6781.990234
6790.330078,6843.620117,6757.040039,10200,6832.680176
6847.620117,6865.180176,6819.310059,8400,6860.180176
6876.790039,6916.330078,6858.080078,9200,6906.97998
6906.120117,6933.259766,6869.470215,9800,6900.410156
6913.069824,6921.600098,6855.549805,12600,6906.52002
6940.060059,7001.549805,6940.060059,11000,6984.549805
6985.910156,7083.580078,6967.950195,24400,7076.52002
7079.870117,7167.319824,7079.870117,19000,7145.339844
7142.910156,7156.549805,7090.47998,37200,7119.759766
7104.430176,7178.040039,7058.009766,20800,7148.620117
7136.390137,7228.209961,7133.939941,15400,7151.080078
7158.660156,7175.149902,7036.060059,18400,7049
7059.370117,7125.209961,7034.47998,17400,7119.879883
7154.27002,7218.279785,7154.27002,14200,7193.850098
7165.450195,7228.569824,7154.930176,28600,7210.77002
7186.740234,7284.410156,7186.740234,12600,7277.310059
7275,7308.720215,7209.859863,9600,7220.25
7227.220215,7296.180176,7227.220215,12600,7287.600098
7281.069824,7306.540039,7123.109863,13400,7145.129883
7171.52002,7240.390137,7158.140137,16800,7212.080078
7227.509766,7320.25,7227.509766,14600,7306.740234
7297.950195,7352.459961,7217.600098,13400,7303.950195
7303.189941,7338.009766,7236.779785,17000,7247.910156
7262.859863,7263.029785,7163.850098,11600,7187.700195
7192.450195,7283.040039,7178.089844,13600,7271.540039
7325.649902,7359.810059,7308.870117,10400,7347.100098
7348.600098,7385.689941,7317.850098,17400,7346.629883
7373.939941,7392.669922,7334.47998,11000,7342.890137
7345.97998,7380.689941,7275.589844,9800,7304.319824
7306.640137,7429.950195,7273.189941,12600,7423.25
7427.649902,7526.879883,7427.649902,12200,7505.600098
7524.100098,7564.790039,7473.240234,17200,7552.77002
7559.759766,7620.370117,7504.959961,20200,7605.029785
7632.009766,7681.109863,7596.740234,21800,7669.450195
7683.129883,7762.799805,7683.129883,13800,7756.040039
7774.290039,7843.77002,7740.830078,19400,7756.470215
7810.049805,7826.359863,7756.970215,28600,7797.080078
