Open,Volume,High,Low,Close
1829.439941,19860000,1852.640015,1819.180054,1837.040039
1821.290039,19920000,1844.910034,1817.069946,1811.02002
1811.02002,14550000,1826.630005,1793.869995,1805.680054
1803.569946,14770000,1822.97998,1792.040039,1808.349976
1812.150024,14500000,1821.290039,1793.589966,1834.930054
1836.329956,18630000,1845.050049,1806.949951,1832.359985
1834.079956,14980000,1851.660034,1821.709961,1841.819946
1843.640015,21220000,1850.109985,1817.48999,1845.469971
1841.540039,17730000,1863.469971,1830.98999,1851.800049
1880.199951,17970000,1863.329956,1834.51001,1878.369995
1875.280029,26230000,1894.689941,1862.77002,1877.709961
1880.619995,18230000,1891.72998,1858.130005,1894.26001
1884.280029,18350000,1902.280029,1870.780029,1892.439941
1886.109985,19280000,1902,1873.880005,1899.040039
1891.72998,24120000,1911.140015,1876.550049,1891.589966
1885.689941,22560000,1907.47998,1868.949951,1886.530029
1883.439941,16640000,1899.469971,1870.780029,1892.290039
1891.589966,17700000,1901.01001,1871.199951,1895.949951
1898.900024,14570000,1904.949951,1882.449951,1893.699951
1893.140015,15320000,1909.310059,1876.969971,1862.199951
1861.219971,20160000,1901.01001,1857.280029,1873.589966
1857,14140000,1883.569946,1848.280029,1860.52002
1854.329956,16290000,1879.920044,1846.73999,1817.209961
1811.589966,22060000,1864.310059,1806.52002,1826.630005
1841.540039,23170000,1838.02002,1797.099976,1860.660034
1864.030029,25290000,1866.280029,1823.119995,1893.560059
1887.650024,27640000,1901.859985,1853.069946,1906.069946
1906.780029,21930000,1921.400024,1879.079956,1912.119995
1908.459961,22490000,1922.810059,1890.040039,1916.76001
1917.180054,16240000,1926.459961,1895.109985,1914.22998
1900.170044,7670000,1923.51001,1903.819946,1912.540039
1920.699951,14650000,1915.910034,1880.47998,1955.569946
1947.550049,27360000,1958.800049,1914.930054,1947.27002
1945.439941,23250000,1971.73999,1933.910034,1939.680054
1938.410034,15620000,1963.300049,1930.26001,1925.060059
1925.47998,15450000,1950.219971,1911.699951,1930.26001
1931.52002,15430000,1946.709961,1906.920044,1916.900024
1913.670044,12940000,1939.819946,1909.869995,1932.930054
1940.099976,16970000,1943.050049,1908.319946,1923.650024
1921.26001,19460000,1947.410034,1904.810059,1912.26001
1901.01001,17110000,1932.089966,1904.390015,1922.810059
1923.650024,18450000,1925.339966,1887.089966,1936.160034
1926.599976,20440000,1942.910034,1912.400024,1918.310059
1916.199951,17060000,1937.569946,1909.449951,1912.819946
1914.650024,18310000,1927.02002,1900.170044,1928.849976
1921.959961,48550000,1935.180054,1899.890015,1926.180054
1924.209961,26260000,1938.839966,1907.76001,1914.369995
1913.949951,28850000,1933.77002,1902.280029,1926.880005
1927.589966,14500000,1937.569946,1910.01001,1930.400024
1925.199951,4850000,1939.119995,1919.709961,1912.119995
1911.140015,2530000,1931.380005,1904.530029,1908.609985
1909.030029,12350000,1920.699951,1894.689941,1895.949951
1900.589966,13930000,1920.420044,1885.400024,1927.310059
1944.880005,10860000,1933.48999,1897.359985,1971.319946
1978.349976,25260000,1980.73999,1936.589966,1974.829956
1971.880005,28560000,1993.810059,1961.900024,1993.949951
1996.77002,22550000,2003.089966,1965.689941,2002.25
1998.880005,25350000,2014.199951,1975.959961,2005.910034
1997.329956,24950000,2021.650024,1988.609985,2009.420044
2006.609985,25240000,2022.079956,1987.630005,2012.939941
2012.939941,23380000,2027.140015,1994.52002,2035.01001
2044.709961,25120000,2046.26001,2003.939941,2070.72998
2073.120117,32960000,2091.25,2030.790039,2076.629883
2067.070068,34850000,2099.689941,2054.560059,2102.5
2110.659912,21950000,2112.48999,2051.320068,2104.469971
2088.439941,30120000,2131.610107,2082.540039,2094.070068
2090.830078,24010000,2123.879883,2079.02002,2145.669922
2158.459961,22940000,2151.860107,2083.659912,2101.52002
